game_id,season,date,home_team,away_team,home_conf,away_conf,home_win,home_pts,home_fgm,home_fga,home_fg_pct,home_fg3m,home_fg3a,home_fg3_pct,home_ftm,home_fta,home_ft_pct,home_oreb,home_dreb,home_reb,home_ast,home_stl,home_blk,home_tov,home_pf,home_pace,home_off_rating,home_def_rating,away_pts,away_fgm,away_fga,away_fg_pct,away_fg3m,away_fg3a,away_fg3_pct,away_ftm,away_fta,away_ft_pct,away_oreb,away_dreb,away_reb,away_ast,away_stl,away_blk,away_tov,away_pf,away_pace,away_off_rating,away_def_rating
2019_0036,2019-20,2019-10-26,PHI,MEM,East,West,0,101,37,83,0.446,9,31,0.29,18,23,0.783,8,36,44,29,11,5,11,16,99.3,112.9,108.4,103,35,83,0.422,11,36,0.306,22,26,0.846,8,32,40,23,8,4,18,23,96.7,112.0,106.8
2019_0037,2019-20,2019-10-26,ATL,OKC,East,West,0,97,38,86,0.442,10,34,0.294,11,15,0.733,13,32,45,22,10,3,8,17,96.4,113.2,117.6,106,38,81,0.469,13,38,0.342,17,22,0.773,7,38,45,31,9,6,8,22,98.0,107.1,106.7
2019_0038,2019-20,2019-10-26,DEN,LAC,West,West,1,121,46,96,0.479,13,32,0.406,16,22,0.727,9,29,38,25,8,4,14,17,102.0,105.6,106.8,113,42,85,0.494,12,34,0.353,17,21,0.81,13,36,49,20,8,5,12,17,99.6,108.7,113.3
2019_0039,2019-20,2019-10-27,TOR,CLE,East,East,0,117,42,90,0.467,10,29,0.345,23,29,0.793,10,39,49,24,6,5,16,14,105.1,109.1,117.3,118,47,91,0.516,13,33,0.394,11,16,0.688,4,35,39,26,6,2,11,20,100.9,114.8,107.6
2019_0040,2019-20,2019-10-27,GSW,MIL,West,East,1,110,41,96,0.427,11,33,0.333,17,24,0.708,10,34,44,22,8,3,10,20,102.4,111.2,109.7,99,37,85,0.435,13,42,0.31,12,15,0.8,10,37,47,16,4,5,15,22,95.0,100.2,113.4
2019_0041,2019-20,2019-10-27,MIA,MIN,East,West,0,100,38,82,0.463,12,32,0.375,12,16,0.75,10,39,49,24,8,3,13,20,100.5,111.2,109.3,102,37,85,0.435,12,33,0.364,16,24,0.667,13,38,51,16,9,6,13,16,95.4,106.2,111.0
2019_0042,2019-20,2019-10-27,SAC,NYK,West,East,0,102,37,89,0.416,11,35,0.314,17,24,0.708,8,30,38,23,7,1,15,19,103.0,104.6,116.7,121,46,92,0.5,13,37,0.351,16,23,0.696,9,33,42,31,8,4,13,23,97.7,119.9,110.0
2019_0043,2019-20,2019-10-27,PHX,POR,West,West,0,109,41,90,0.456,12,37,0.324,15,21,0.714,9,38,47,21,6,3,9,19,99.4,109.3,106.4,123,41,92,0.446,17,47,0.362,24,29,0.828,11,36,47,26,5,5,17,24,98.1,114.7,111.4
2019_0044,2019-20,2019-10-27,PHI,UTA,East,West,1,117,41,89,0.461,16,39,0.41,19,25,0.76,14,37,51,25,5,3,16,18,97.8,114.0,107.1,98,35,87,0.402,13,37,0.351,15,19,0.789,8,37,45,26,9,3,15,19,97.0,102.1,111.5
2019_0045,2019-20,2019-10-27,CHI,PHX,East,West,0,110,39,82,0.476,11,29,0.379,21,27,0.778,11,36,47,20,10,4,13,19,95.7,113.2,108.4,117,44,93,0.473,11,35,0.314,18,25,0.72,10,37,47,21,8,5,13,18,101.5,108.8,108.7
2019_0046,2019-20,2019-10-28,IND,MEM,East,West,1,115,38,81,0.469,16,43,0.372,23,27,0.852,12,34,46,30,11,7,13,15,103.6,104.0,104.3,105,36,90,0.4,14,37,0.378,19,24,0.792,13,33,46,21,9,6,16,19,98.3,109.8,110.8
2019_0047,2019-20,2019-10-28,CLE,LAL,East,West,1,112,39,81,0.481,12,39,0.308,11,15,0.733,9,39,48,29,8,5,17,22,100.0,107.7,114.1,101,35,86,0.407,14,39,0.359,17,25,0.68,12,31,43,25,9,5,14,22,101.5,108.9,121.2
2019_0048,2019-20,2019-10-28,DAL,CLE,West,East,1,121,46,92,0.5,14,39,0.359,15,19,0.789,7,28,35,30,5,4,16,24,103.6,105.0,110.9,107,43,87,0.494,8,24,0.333,13,19,0.684,11,29,40,20,9,7,13,16,100.8,106.8,105.8
2019_0049,2019-20,2019-10-28,BOS,CHA,East,East,0,108,41,89,0.461,14,44,0.318,12,17,0.706,8,30,38,26,7,3,15,24,97.9,118.1,108.0,124,47,97,0.485,15,43,0.349,15,20,0.75,8,35,43,15,7,7,14,25,101.1,100.3,119.3
2019_0050,2019-20,2019-10-28,CHI,MIL,East,East,0,106,40,89,0.449,8,24,0.333,18,23,0.783,13,40,53,29,6,4,16,21,99.2,112.8,107.1,117,44,90,0.489,15,45,0.333,14,19,0.737,7,29,36,25,5,3,16,20,104.9,118.7,119.1
2019_0051,2019-20,2019-10-28,WAS,NYK,East,East,1,120,43,88,0.489,13,38,0.342,21,29,0.724,15,33,48,18,8,4,20,18,101.3,109.7,118.9,108,41,91,0.451,9,26,0.346,17,22,0.773,13,39,52,28,8,2,14,20,100.9,106.0,108.8
2019_0052,2019-20,2019-10-28,SAC,NOP,West,West,1,95,37,83,0.446,9,33,0.273,12,17,0.706,13,39,52,19,8,6,10,20,99.4,108.1,115.2,93,35,77,0.455,14,46,0.304,9,12,0.75,12,32,44,20,7,5,10,19,107.6,106.9,110.9
2019_0053,2019-20,2019-10-28,MIL,NYK,East,East,0,93,33,84,0.393,14,38,0.368,13,18,0.722,8,32,40,29,7,6,11,18,98.5,107.4,107.1,119,44,86,0.512,12,34,0.353,19,25,0.76,10,33,43,20,8,3,16,24,102.9,108.5,112.4
2019_0054,2019-20,2019-10-29,ATL,ORL,East,East,0,105,38,83,0.458,14,37,0.378,15,18,0.833,11,34,45,24,6,4,14,19,94.6,116.6,107.6,116,41,86,0.477,16,41,0.39,18,23,0.783,9,36,45,28,4,5,18,18,98.1,110.2,107.3
2019_0055,2019-20,2019-10-29,MIN,HOU,West,West,1,112,41,88,0.466,12,39,0.308,18,23,0.783,8,35,43,26,6,5,12,22,98.3,111.4,102.5,104,39,82,0.476,13,40,0.325,13,18,0.722,8,35,43,25,5,3,17,24,99.3,105.9,111.5
2019_0056,2019-20,2019-10-29,MIL,DAL,East,West,0,107,36,88,0.409,17,42,0.405,18,25,0.72,8,28,36,31,6,8,19,17,101.6,109.1,106.5,112,43,85,0.506,12,37,0.324,14,18,0.778,8,33,41,21,4,3,13,19,97.9,107.7,105.8
2019_0057,2019-20,2019-10-29,GSW,TOR,West,East,0,102,42,92,0.457,13,38,0.342,8,10,0.714,10,29,39,27,6,5,13,23,99.3,111.0,106.9,111,39,84,0.464,12,35,0.343,21,28,0.75,7,31,38,33,7,2,8,18,100.7,113.1,115.4
2019_0058,2019-20,2019-10-29,IND,POR,East,West,1,110,39,85,0.459,12,28,0.429,20,25,0.8,7,37,44,22,5,4,14,16,99.4,110.2,115.3,99,35,81,0.432,16,42,0.381,13,16,0.812,5,41,46,29,6,5,10,20,97.3,103.8,105.8
2019_0059,2019-20,2019-10-29,POR,DEN,West,West,0,93,35,82,0.427,11,29,0.379,12,17,0.706,12,35,47,27,9,7,13,15,99.4,105.5,109.6,108,40,92,0.435,13,43,0.302,15,20,0.75,9,28,37,28,6,6,10,16,100.8,107.9,104.9
2019_0060,2019-20,2019-10-29,NOP,BKN,West,East,0,99,37,83,0.446,12,37,0.324,13,17,0.765,9,32,41,19,7,4,11,20,102.6,106.7,110.0,105,37,83,0.446,16,47,0.34,15,22,0.682,8,35,43,33,7,2,10,19,104.8,104.6,116.3
2019_0061,2019-20,2019-10-30,OKC,BKN,West,East,0,102,39,84,0.464,12,34,0.353,12,16,0.75,9,32,41,25,8,6,17,22,103.5,117.8,106.2,106,35,89,0.393,18,45,0.4,18,24,0.75,13,36,49,28,7,7,18,21,96.2,104.6,114.2
2019_0062,2019-20,2019-10-30,BKN,HOU,East,West,0,110,39,87,0.448,15,43,0.349,17,23,0.739,12,36,48,27,6,6,19,22,103.8,105.6,108.2,111,41,87,0.471,14,38,0.368,15,20,0.75,11,27,38,25,8,6,10,16,97.6,107.9,106.0
2019_0063,2019-20,2019-10-30,NYK,DET,East,East,0,104,41,95,0.432,9,34,0.265,13,18,0.722,5,32,37,17,6,6,13,24,101.8,105.3,116.5,109,37,89,0.416,13,39,0.333,22,28,0.786,12,31,43,30,10,4,10,17,102.4,121.6,103.5
2019_0064,2019-20,2019-10-30,IND,LAL,East,West,0,109,39,92,0.424,15,42,0.357,16,21,0.762,10,33,43,17,7,7,9,17,103.7,117.1,110.5,118,43,93,0.462,15,40,0.375,17,22,0.773,10,30,40,30,9,1,11,23,101.3,113.0,107.4
2019_0065,2019-20,2019-10-30,DET,BOS,East,East,0,105,39,87,0.448,13,38,0.342,14,17,0.824,7,27,34,33,6,4,11,18,94.5,121.2,105.6,111,43,91,0.473,11,32,0.344,14,19,0.737,11,33,44,24,5,3,19,21,97.7,108.9,111.5
2019_0066,2019-20,2019-10-30,MIA,LAL,East,West,0,100,38,94,0.404,10,27,0.37,14,23,0.609,8,30,38,19,5,5,10,17,96.7,111.7,115.6,109,39,83,0.47,17,43,0.395,14,20,0.7,12,33,45,25,7,2,14,20,95.1,117.9,109.6
2019_0067,2019-20,2019-10-30,DEN,BOS,West,East,0,101,36,88,0.409,14,36,0.389,15,20,0.75,11,32,43,24,5,4,12,21,98.7,113.7,104.9,109,43,91,0.473,12,33,0.364,11,14,0.786,9,31,40,23,7,4,13,18,101.7,116.0,106.4
2019_0068,2019-20,2019-10-30,MIA,SAS,East,West,0,109,43,91,0.473,14,37,0.378,9,12,0.75,7,40,47,27,7,6,17,23,100.6,110.6,108.9,116,41,90,0.456,11,34,0.324,23,29,0.793,14,35,49,26,7,3,9,21,102.8,112.1,105.6
2019_0069,2019-20,2019-10-31,NYK,UTA,East,West,0,118,42,98,0.429,15,41,0.366,19,27,0.704,15,33,48,28,10,4,16,17,97.2,113.8,110.1,129,46,91,0.505,13,34,0.382,24,31,0.774,8,28,36,31,7,3,10,16,104.2,102.1,115.0
2019_0070,2019-20,2019-10-31,CHI,HOU,East,West,0,93,35,81,0.432,11,31,0.355,12,16,0.75,9,28,37,24,7,6,11,16,102.8,113.0,114.4,94,36,84,0.429,12,39,0.308,10,13,0.769,10,33,43,22,6,5,11,19,98.9,106.7,108.4
2019_0071,2019-20,2019-10-31,MEM,SAC,West,West,0,107,38,89,0.427,12,42,0.286,19,24,0.792,7,31,38,20,6,5,12,16,102.3,103.0,108.7,110,39,83,0.47,14,41,0.341,18,22,0.818,5,36,41,22,5,3,12,16,93.9,110.8,119.7
2019_0072,2019-20,2019-10-31,MIA,LAC,East,West,0,103,40,88,0.455,12,35,0.343,11,14,0.786,5,30,35,33,7,5,15,15,105.3,112.5,112.9,116,44,90,0.489,13,41,0.317,15,20,0.75,7,30,37,31,7,4,15,21,95.8,105.6,108.3
2019_0073,2019-20,2019-10-31,MIN,ATL,West,East,1,112,40,87,0.46,13,37,0.351,19,26,0.731,10,31,41,37,5,3,16,18,103.4,110.1,109.6,100,37,84,0.44,11,36,0.306,15,21,0.714,11,36,47,22,5,5,17,24,102.6,110.5,109.7
2019_0074,2019-20,2019-10-31,ATL,TOR,East,East,1,117,40,90,0.444,17,42,0.405,20,29,0.69,9,28,37,22,2,5,14,18,95.8,115.1,108.8,102,36,81,0.444,11,34,0.324,19,24,0.792,13,34,47,26,7,2,13,18,97.6,110.3,106.9
2019_0075,2019-20,2019-10-31,NYK,BOS,East,East,0,101,38,87,0.437,7,23,0.304,18,22,0.818,3,31,34,27,9,4,11,23,98.5,112.8,108.7,106,38,78,0.487,13,36,0.361,12,17,0.706,10,35,45,28,8,5,10,22,102.4,116.3,107.1
2019_0076,2019-20,2019-10-31,NYK,SAS,East,West,0,106,40,85,0.471,14,43,0.326,12,18,0.667,10,40,50,26,7,5,13,17,93.5,113.7,115.4,117,45,94,0.479,13,34,0.382,14,19,0.737,8,28,36,27,3,3,7,19,102.5,114.1,108.8
2019_0077,2019-20,2019-11-01,BKN,SAS,East,West,1,108,39,90,0.433,12,38,0.316,18,22,0.818,11,32,43,25,7,5,13,19,99.5,105.9,109.8,96,33,79,0.418,12,37,0.324,18,24,0.75,5,35,40,29,5,5,10,20,100.6,109.2,101.9
2019_0078,2019-20,2019-11-01,WAS,HOU,East,West,0,98,35,86,0.407,12,35,0.343,16,21,0.762,8,37,45,18,8,6,16,19,96.2,97.1,113.6,111,42,86,0.488,12,38,0.316,15,20,0.75,8,36,44,19,10,6,17,18,98.4,115.2,100.3
2019_0079,2019-20,2019-11-01,SAC,DET,West,East,1,102,39,94,0.415,12,35,0.343,12,15,0.8,8,33,41,22,5,4,14,18,99.6,99.8,114.6,99,39,92,0.424,11,37,0.297,10,14,0.714,12,36,48,27,4,4,13,20,97.8,117.5,109.5
2019_0080,2019-20,2019-11-01,MIN,PHX,West,West,0,104,35,77,0.455,14,37,0.378,20,25,0.8,8,28,36,24,9,7,15,21,94.5,109.5,108.2,109,42,83,0.506,14,35,0.4,11,14,0.786,8,29,37,26,9,3,9,19,101.1,108.7,110.0
2019_0081,2019-20,2019-11-01,LAC,PHI,West,East,1,113,44,97,0.454,10,35,0.286,15,20,0.75,12,35,47,19,7,6,18,22,99.7,110.8,115.5,105,36,81,0.444,12,33,0.364,21,28,0.75,4,32,36,28,8,5,13,16,102.3,110.9,110.1
2019_0082,2019-20,2019-11-01,CLE,DET,East,East,0,109,38,85,0.447,12,36,0.333,21,27,0.778,8,39,47,25,9,4,14,20,101.5,109.4,120.1,124,39,82,0.476,14,37,0.378,17,22,0.773,13,35,48,22,10,7,22,16,94.3,124.2,111.6
2019_0083,2019-20,2019-11-01,SAS,CLE,West,East,1,98,34,88,0.386,15,39,0.385,15,20,0.75,6,31,37,29,8,4,15,20,102.5,116.8,111.1,97,41,94,0.436,9,32,0.281,8,10,0.75,11,37,48,24,6,4,12,23,98.5,110.8,108.9
2019_0084,2019-20,2019-11-02,POR,BKN,West,East,0,94,32,78,0.41,16,38,0.421,14,20,0.7,12,34,46,29,4,6,9,19,99.9,110.4,107.4,115,42,88,0.477,11,37,0.297,20,27,0.741,7,31,38,23,7,3,11,17,101.2,106.8,116.3
2019_0085,2019-20,2019-11-02,PHI,CLE,East,East,1,120,45,89,0.506,15,39,0.385,15,19,0.789,8,35,43,19,7,3,16,22,97.1,112.0,111.1,98,36,84,0.429,11,38,0.289,15,19,0.789,10,33,43,25,6,2,12,21,98.6,119.8,108.3
2019_0086,2019-20,2019-11-02,LAC,SAC,West,West,1,99,34,75,0.453,17,43,0.395,14,20,0.7,13,33,46,24,5,3,15,22,99.6,110.2,106.2,92,35,85,0.412,10,28,0.357,12,15,0.8,10,34,44,30,4,6,13,27,100.6,101.3,109.0
2019_0087,2019-20,2019-11-02,HOU,MIN,West,West,1,103,36,84,0.429,13,44,0.295,18,23,0.783,12,32,44,24,6,2,15,20,98.9,110.1,111.2,102,35,88,0.398,14,34,0.412,18,23,0.783,9,33,42,17,9,6,10,19,104.3,108.6,113.8
2019_0088,2019-20,2019-11-02,MIL,DAL,East,West,0,93,33,88,0.375,15,39,0.385,12,16,0.75,14,34,48,29,6,4,13,18,99.1,111.6,106.1,98,34,83,0.41,13,37,0.351,17,23,0.739,10,32,42,18,7,6,16,14,99.6,99.3,111.5
2019_0089,2019-20,2019-11-02,BKN,UTA,East,West,0,117,41,92,0.446,15,36,0.417,20,26,0.769,9,28,37,25,7,5,16,23,100.8,103.7,115.5,118,47,94,0.5,10,35,0.286,14,18,0.778,8,35,43,24,8,7,16,20,101.0,100.9,103.4
2019_0090,2019-20,2019-11-02,BKN,ORL,East,East,1,105,40,90,0.444,11,34,0.324,14,19,0.737,7,35,42,25,8,4,13,24,105.8,108.6,109.0,100,37,84,0.44,11,34,0.324,15,19,0.789,10,34,44,23,9,5,13,15,100.2,114.6,104.7
2019_0091,2019-20,2019-11-02,PHI,DET,East,East,0,109,37,90,0.411,12,33,0.364,23,27,0.852,14,34,48,23,9,4,11,19,100.6,114.1,108.1,126,45,95,0.474,18,44,0.409,18,24,0.75,12,33,45,26,8,4,10,15,98.7,117.8,103.6
2019_0092,2019-20,2019-11-03,ORL,LAL,East,West,1,110,41,88,0.466,10,29,0.345,18,24,0.75,10,32,42,28,5,3,13,15,102.9,113.0,104.3,102,36,83,0.434,11,36,0.306,19,24,0.792,6,32,38,23,7,6,16,27,93.7,117.2,104.0
2019_0093,2019-20,2019-11-03,LAL,BKN,West,East,1,117,45,96,0.469,11,37,0.297,16,19,0.842,9,32,41,27,7,5,10,19,93.2,110.4,112.5,107,41,87,0.471,11,29,0.379,14,20,0.7,15,33,48,21,5,6,12,22,98.1,98.8,116.6
2019_0094,2019-20,2019-11-03,HOU,DET,West,East,1,119,39,86,0.453,16,35,0.457,25,32,0.781,11,33,44,21,7,6,17,22,100.0,116.8,107.5,115,40,85,0.471,18,39,0.462,17,23,0.739,6,38,44,25,10,6,11,15,95.5,115.0,100.3
2019_0095,2019-20,2019-11-03,POR,BKN,West,East,0,98,36,79,0.456,15,40,0.375,11,15,0.733,13,35,48,24,9,3,9,19,100.8,106.4,109.3,107,41,93,0.441,14,36,0.389,11,15,0.733,8,37,45,23,7,7,11,20,101.6,110.2,114.2
